soc2d_code,soc6_count,employment2025_sum,ilo_exposure_mean_weighted,observed_exposure_weighted,HumanMoat_seed_equal_weight_weighted,Physicality_weighted,Judgment_weighted,Interaction_weighted,Responsibility_weighted,Context_weighted,soc2d_name,employment_common_2022_n,employment_common_2022_start,employment_common_2022_end,employment_common_2022_total_pct,employment_common_2022_annualized_pct,postings_common_2022_n,postings_common_2022_start,postings_common_2022_end,postings_common_2022_total_pct,postings_common_2022_annualized_pct,salary_common_2022_n,salary_common_2022_start,salary_common_2022_end,salary_common_2022_total_pct,salary_common_2022_annualized_pct,rl_hiring_rate_common_2022_mean,rl_attrition_rate_common_2022_mean,net_hiring_rate_common_2022_mean,employment_post_chatgpt_2023_n,employment_post_chatgpt_2023_start,employment_post_chatgpt_2023_end,employment_post_chatgpt_2023_total_pct,employment_post_chatgpt_2023_annualized_pct,postings_post_chatgpt_2023_n,postings_post_chatgpt_2023_start,postings_post_chatgpt_2023_end,postings_post_chatgpt_2023_total_pct,postings_post_chatgpt_2023_annualized_pct,salary_post_chatgpt_2023_n,salary_post_chatgpt_2023_start,salary_post_chatgpt_2023_end,salary_post_chatgpt_2023_total_pct,salary_post_chatgpt_2023_annualized_pct,rl_hiring_rate_post_chatgpt_2023_mean,rl_attrition_rate_post_chatgpt_2023_mean,net_hiring_rate_post_chatgpt_2023_mean,employment_recent_2024_n,employment_recent_2024_start,employment_recent_2024_end,employment_recent_2024_total_pct,employment_recent_2024_annualized_pct,postings_recent_2024_n,postings_recent_2024_start,postings_recent_2024_end,postings_recent_2024_total_pct,postings_recent_2024_annualized_pct,salary_recent_2024_n,salary_recent_2024_start,salary_recent_2024_end,salary_recent_2024_total_pct,salary_recent_2024_annualized_pct,rl_hiring_rate_recent_2024_mean,rl_attrition_rate_recent_2024_mean,net_hiring_rate_recent_2024_mean
31,18,3744.2000000000003,0.20058485539645232,0.018680751562416536,52.441655167969714,62.675651354543874,34.70610516945805,62.244521068546504,57.10986266882388,45.472135578476276,Healthcare Support,56,5498211.0,5960479.0,8.407607492691715,1.716831142837827,56,848113.138549978,683761.1394480134,-19.378546520686836,-4.663486167296327,56,43447.0,66086.0,52.10716505167214,8.246580703202566,0.20564244886395056,0.18780105685282678,0.01784139201112378,44,5670837.0,5960479.0,5.107570540292383,1.302869100443682,44,924508.2942685712,683761.1394480134,-26.040561919568926,-8.349086021315777,44,46914.0,66086.0,40.86626593341008,8.577611388487627,0.1900893780278189,0.1758375188654722,0.014251859162346697,32,5811775.0,5960479.0,2.5586675327245123,0.8877181430871461,32,868262.5438149372,683761.1394480134,-21.249494830937763,-9.596833990711362,32,49987.0,66086.0,32.20637365715086,9.124503569122178,0.1721551068416745,0.16210572765520082,0.010049379186473695
33,24,3871.3999999999996,0.2037163528506292,0.026151349447214395,68.87669103764519,70.25350388614615,65.24808675789305,70.0498883077869,66.8530364206317,71.97893981576816,Protective Service,56,3820052.0,3755744.0,-1.6834325815460072,-0.2878742486293606,56,268866.6049129656,172406.7414486741,-35.87647617877884,-7.374049015112227,56,37449.0,51930.0,38.66858928142274,8.30407175221235,0.20088110133956633,0.20461057391152998,-0.0037294725719636546,44,3849066.0,3755744.0,-2.4245362381419278,-0.7583655231319097,44,240477.199207234,172406.7414486741,-28.30640825116206,-4.839752297296352,44,39365.0,51930.0,31.919217579067706,8.330695628388352,0.18760620115702445,0.1941667588486988,-0.006560557691674351,32,3879467.0,3755744.0,-3.189175214017803,-1.3432970210093487,32,183327.1403872656,172406.7414486741,-5.956782457590803,-0.23168096032900598,32,41858.0,51930.0,24.062305891346924,7.980871803401657,0.1712300981221504,0.18330760808202204,-0.01207750995987164
35,17,13826.499999999998,0.21991024639824955,0.008656379311601332,36.420421302549514,50.94903714823642,21.986192672386224,52.95428350618565,20.140401815493526,36.0721913704457,Food Preparation and Serving Related,56,11673538.0,12180559.0,4.343336184796764,0.6771816492969984,56,1531401.468640034,1048798.9503224732,-31.513781865844592,-8.625890912996537,56,35490.0,38677.0,8.979994364609745,1.1522022075574512,0.23084867922794125,0.22099350651184602,0.009855172716095234,44,12154615.0,12180559.0,0.21344978841371098,-0.10029375983401367,44,1448347.1164689646,1048798.9503224732,-27.586492326548083,-8.520721255954044,44,37504.0,38677.0,3.1276663822525697,1.4485726517958764,0.2103923974824995,0.20912178465450915,0.0012706128279903472,32,12356341.0,12180559.0,-1.4226056079222782,-0.5789991455158572,32,1224120.1844059038,1048798.9503224732,-14.32222393820901,-4.537682231069851,32,35387.0,38677.0,9.29719953655297,1.6944049800935224,0.19042498987025752,0.19588497874212635,-0.005459988871868826
37,10,5699.599999999999,0.14793428269216694,0.007572582409825652,29.700085083553663,63.351668473688136,24.33440740891975,24.248854246627015,13.93863245059308,22.626862837940333,Building and Grounds Cleaning and Maintenance,56,2335550.0,2442014.0,4.5584123653957365,0.9763103800884965,56,415142.912110039,268242.0421242648,-35.38561437533016,-11.464755155710515,56,35455.0,41390.0,16.73952898039768,3.1496546431959427,0.13227870076840526,0.12235229758912244,0.009926403179282811,44,2402765.0,2442014.0,1.6334930798475922,0.3760221125788332,44,401089.2503001724,268242.0421242648,-33.12160774104159,-10.48455584014919,44,36640.0,41390.0,12.963973799126638,3.3866825879705686,0.11894382342873815,0.1138826570048805,0.005061166423857649,32,2451643.0,2442014.0,-0.39275702049604844,-0.30002574288763295,32,307025.3490179667,268242.0421242648,-12.631955966421637,-4.116165802121696,32,36756.0,41390.0,12.607465447818033,3.400772424200871,0.1030560350094379,0.10414284661243273,-0.0010868116029948277
39,33,4425.200000000001,0.2139090737850201,0.01936544098859492,50.8357001345157,56.23962340192963,41.668213942732834,62.964811398096465,40.4508692126085,52.85498271721106,Personal Care and Service,56,4113428.0,4214354.0,2.4535740020245944,0.37940922373309593,56,846688.356304588,569868.1348186727,-32.69446419389899,-7.636924542952228,56,38360.0,46607.0,21.498957247132424,4.620427296624263,0.2757750721413387,0.27020876501014884,0.005566307131189829,44,4221277.0,4214354.0,-0.1640025044554072,-0.1365751528053183,44,879272.3131748562,569868.1348186727,-35.188663821222136,-7.416050133939556,44,39768.0,46607.0,17.197244015288682,5.200837189093588,0.2571472672276495,0.2572424530551464,-9.518582749690196e-05,32,4263513.0,4214354.0,-1.1530163036913454,-0.4952493912092848,32,661206.426121857,569868.1348186727,-13.813884392943143,-8.79696689501438,32,40351.0,46607.0,15.503952814056653,5.513505347485981,0.2392369818489975,0.24364863732519643,-0.004411655476198928
41,22,14533.1,0.4213499192293504,0.27497101125134077,51.0057509587249,42.64797325349503,46.73073371002853,72.31210166040792,36.66995821073045,56.667987958962605,Sales and Related,56,13779805.0,14460528.0,4.940004593678937,0.9290030148298989,56,2910260.8397750584,1740776.7353621454,-40.18485520024059,-15.54283842919717,56,59138.0,74580.0,26.11180628360783,4.528155672510348,0.26567034111304666,0.25473409452631235,0.01093624658673431,44,14142978.0,14460528.0,2.245283843332002,0.5953735968722285,44,3012191.6823203894,1740776.7353621454,-42.208965465930504,-8.755017707639833,44,62373.0,74580.0,19.57096820739743,6.657143369967478,0.25145707135639467,0.24500494927960892,0.006452122076785749,32,14315309.0,14460528.0,1.0144314733269155,0.3273311604981899,32,2012267.180309944,1740776.7353621454,-13.491769264257536,-5.314015344965495,32,58900.0,74580.0,26.621392190152804,9.47712119336459,0.24084522491337088,0.23677810701825386,0.004067117895117017
43,54,18792.499999999996,0.5414129782355762,0.33813587705265913,42.358327262204355,34.48423762943339,33.56033815064561,60.63261559168174,36.58853494273628,46.52590999652474,Office and Administrative Support,56,15400164.0,15615696.0,1.3995435373285625,0.07586149844180934,56,2137164.460914833,1266898.4468555544,-40.72059169871996,-10.661888648362316,56,40701.0,51629.0,26.849463158153352,6.532511847499212,0.23200534603278228,0.2284632943216842,0.0035420517110980876,44,15694707.0,15615696.0,-0.5034244984630787,-0.30930341398989203,44,2028268.299289231,1266898.4468555544,-37.537925958833185,-8.087654031677083,44,42791.0,51629.0,20.653875815007837,6.618660055471937,0.21221146800576204,0.21336793422709868,-0.0011564662213366383,32,15784444.0,15615696.0,-1.0690778845298565,-0.5704279179913563,32,1421141.2667147042,1266898.4468555544,-10.853447399759053,-5.218255202316479,32,44425.0,51629.0,16.216094541361837,6.030936293079914,0.1965774051337398,0.20049015341291124,-0.00391274827917143
45,14,1036.1000000000001,0.12851124953911527,0.011142381047982333,34.877826049871615,82.65454273216147,19.832183275462544,25.91226756493909,28.9883323310778,17.001804345717158,"Farming, Fishing, and Forestry",56,228396.0,235089.0,2.9304366100982415,0.5310853156427209,56,38028.90407261568,28612.710477708184,-24.76062306956678,-4.541024411831717,56,38583.0,47884.0,24.10647176217504,4.271888262724399,0.24544982302213997,0.238940698839406,0.006509124182733972,44,232053.0,235089.0,1.3083218057943657,0.23755522187081102,44,29506.037221999773,28612.710477708184,-3.027606647311898,-3.296603383803831,44,41647.0,47884.0,14.975868609983923,3.62618937331598,0.2285130963194855,0.22520619988208246,0.003306896437403034,32,234949.0,235089.0,0.05958739981868355,-0.11698453298699674,32,27233.79821255376,28612.710477708184,5.063238900399858,-2.022982949651597,32,42094.0,47884.0,13.754929443626175,3.9022418770141565,0.21073546730100395,0.21054610481943486,0.00018936248156908864
47,61,7463.4,0.15145440121530437,0.012027641302445784,64.56132139668934,84.97726203543984,53.2462124706217,56.41645668431676,71.01487041767885,57.15180537538956,Construction and Extraction,56,3716709.0,3693127.0,-0.6344860466611757,-0.1335206065957273,56,378695.8219412034,302030.33016290667,-20.24460987853197,-7.55917899577817,56,48864.0,67232.0,37.59004584151933,6.792456353832654,0.16043277524503918,0.1616614190851198,-0.0012286438400806177,44,3765494.0,3693127.0,-1.9218461110281915,-0.5914452843585161,44,394056.3397583561,302030.33016290667,-23.353515807379665,-7.893832844294657,44,54197.0,67232.0,24.05114674243962,5.724375036309026,0.1471763306547831,0.15222526553389618,-0.005048934879113065,32,3787873.0,3693127.0,-2.5012982219836832,-1.0762461378959975,32,330200.9821004765,302030.33016290667,-8.531365278919079,-3.5602481514007245,32,57341.0,67232.0,17.24943757520796,5.289926727720484,0.13167402754717417,0.14102796208858562,-0.009353934541411452
49,51,6494.1,0.16545440977291268,0.015128695692407351,61.48371050076599,84.21670265972818,60.60827368250082,49.910045703171996,59.717598410478146,52.96593204795078,"Installation, Maintenance, and Repair",56,4805744.0,4867434.0,1.2836722055939775,0.22899829410176764,56,887734.2628757771,731616.6807976783,-17.586071486343513,-6.28465515361748,56,49673.0,63838.0,28.51649789624142,4.739779339125216,0.1874450752061735,0.18443665791239341,0.003008417293780097,44,4881392.0,4867434.0,-0.28594302608764277,-0.17171125032475754,44,911745.286197869,731616.6807976783,-19.756461385323664,-7.617685537106289,44,54490.0,63838.0,17.155441365388135,4.0584482448775105,0.17467445428828665,0.17518541374862184,-0.0005109594603351919,32,4929779.0,4867434.0,-1.2646611541815567,-0.5468261776163441,32,867201.1733525649,731616.6807976783,-15.634721990829693,-6.462067231086555,32,55537.0,63838.0,14.946792228604355,4.457748345513823,0.16135316625039198,0.16589052452328415,-0.004537358272892172
51,107,7130.4,0.19970750618479446,0.006726848624193428,45.195224843357956,69.78531828197744,35.89895876705676,35.13822167791133,47.89540780154402,37.25821768830028,Production,56,4892450.0,4791991.0,-2.053347504828873,-0.6562213036709896,56,872412.2969828343,552922.9150381972,-36.621375357679476,-12.948026062595508,56,39641.0,49072.0,23.791024444388388,4.7334850967773345,0.17025954208710412,0.1743561956128543,-0.004096653525750171,44,4964103.0,4791991.0,-3.4671319269563905,-1.04889073343426,44,867378.3462835384,552922.9150381972,-36.25354870716918,-11.340143037789563,44,41810.0,49072.0,17.369050466395606,4.255563022415121,0.15246188132136881,0.1620164634723529,-0.009554582150984092,32,4948751.0,4791991.0,-3.167667963088061,-1.2740133142918664,32,630641.7970523662,552922.9150381972,-12.323775933886527,-5.753452432840723,32,43336.0,49072.0,13.236108547166324,3.856657396331453,0.13672544792798216,0.14907571325895086,-0.012350265330968696
53,53,13517.699999999997,0.21508245880896984,0.0021330500246463623,46.77320730597314,78.76140955687417,30.899711979733695,35.79803411871622,51.4778810912648,36.92899978327681,Transportation and Material Moving,56,8788603.0,8716020.0,-0.8258764219978953,-0.2972622734001451,56,1655744.771135786,902915.7915671632,-45.46769482184184,-11.8412792664785,56,55506.0,59858.0,7.840593809678231,3.878359222137595,0.17647630984626708,0.17783990883097048,-0.0013635989847033958,44,8901810.0,8716020.0,-2.0871036339800586,-0.6381330217894998,44,1700535.368550251,902915.7915671632,-46.9040275041782,-14.284454855105865,44,60466.0,59858.0,-1.0055237654218896,2.6410773548532385,0.15815424498127564,0.1638555940303067,-0.0057013490490310514,32,8904708.0,8716020.0,-2.118968976860336,-0.8972124095484091,32,1204150.337672163,902915.7915671632,-25.016356901692184,-14.147372002765646,32,63927.0,59858.0,-6.365072661003957,-0.7418125684217847,0.14085133862825738,0.14904630612546638,-0.008194967497208994
